,created_at,id,text
106,Sun May 02 23:59:58 +0000 2021,1389006782207430657,"RT @kosakanatops: ＼#小坂菜緒1st写真集 発売まで、あと57日！／
いちごさかな🍓

#菜緒が全部食べるんです
#こさかな毎日カウントダウン 
#小坂菜緒
#日向坂46 

https://t.co/LdvMxacppB https://t.co/tDbuY…"
107,Sun May 02 23:59:57 +0000 2021,1389006780634701826,Alert: Amzn  INEWSMaking new low 5M 3467.42 May  3 2021 12:58AM
108,Sun May 02 23:59:57 +0000 2021,1389006779787341824,"RT @kosakanatops: ＼#小坂菜緒1st写真集 発売まで、あと57日！／
いちごさかな🍓

#菜緒が全部食べるんです
#こさかな毎日カウントダウン 
#小坂菜緒
#日向坂46 

https://t.co/LdvMxacppB https://t.co/tDbuY…"
109,Sun May 02 23:59:56 +0000 2021,1389006774670352387,"@nicocaffrey aqui vai mais uma indicação de poesia&lt;3
se comprar algo na Amazon utilizando esse meu link, vai ajudar… https://t.co/MWxQ7lz5ZP"
110,Sun May 02 23:59:56 +0000 2021,1389006773697224704,"RT @Shizuku__Japan: 紫の梅酒を見つけて...しまった...まったく弊社とは関係ないですが...紫推しの皆様に...お知らせ...せねば...（使命感）
https://t.co/LJXSap5BZY https://t.co/ZlTYRW5Yxm"
111,Sun May 02 23:59:53 +0000 2021,1389006761785397250,"RT @JoeVizanko: FREEFORMED HYBRIDS

“An interesting sci-fi take on the origins of humanity, a fairly original storyline”

by @JoeVizanko

h…"
112,Sun May 02 23:59:52 +0000 2021,1389006758903959562,"RT @BernardJanWorld: RT ❤ What if Alien is right? Aren’t those eyes the source of all his troubles and injuries, both those visible to the…"
113,Sun May 02 23:59:51 +0000 2021,1389006755967950853,"RT @Annie_Acorn: MY NEWEST Luna Lake Cabins entry – standalone, full-length novel A Second Kiss for Christmas https://t.co/PIg9RPtDOr Can a…"
114,Sun May 02 23:59:49 +0000 2021,1389006745809293312,"RT @atohsaaa: Kindleでやってる講談社学術文庫の50%還元セール、人文クラスタ大歓喜じゃないですか

https://t.co/r9yil1YPcb https://t.co/IbFDzdgBr0"
115,Sun May 02 23:59:48 +0000 2021,1389006740901924864,#CHifi #中華イヤホン アユート(aiuto)  AZLA SednaEarfit XELASTEC [イヤーピース M/ML/Lサイズ各1ペア]  https://t.co/z03liETn0G @amazonより
116,Sun May 02 23:59:47 +0000 2021,1389006738402250762,Ya a la venta una edición muy guapa de #heroesdelsilencio 2LPs + 2CDs https://t.co/gkEiyASQmt https://t.co/JnOqnL7zpK
117,Sun May 02 23:59:47 +0000 2021,1389006737156546565,"A product in my #kit: ""Gaming"" 
About this item
 More Information:
https://t.co/zGafigUH2x
#gigabyte #asus #intel… https://t.co/be2ao1fPkW"
118,Sun May 02 23:59:47 +0000 2021,1389006736036712449,"Wish you a happy #MothersDay 
@RebelNurse76
https://t.co/qYuBZuygEb"
119,Sun May 02 23:59:46 +0000 2021,1389006732395831297,"RT @BUBKA_henshuubu: ⭐発売BUBKA6月号⭐
表紙＆巻頭グラビア #田中美久 さんオフショット😃
何度も何度も出演頂いている #みくりん ですが、今回は最長のページ数💥
外出しづらいＧＷなので、インタビューも穴の開くほど読んでください💃
Amazon
ht…"
120,Sun May 02 23:59:45 +0000 2021,1389006728486850564,"$TSLA Watching closely for a breakout from this wedge. A break to the upside can bring 762, 779, 800. A break under… https://t.co/nOsARDdo82"
121,Sun May 02 23:59:44 +0000 2021,1389006727270522882,RT @MrMarcoRush: Acabo de follar pero como a menudo me pasa me he quedado con el rabo duro así que he sacado el succionador espacial que me…
122,Sun May 02 23:59:44 +0000 2021,1389006726020562949,RT @LJDare1: @LJDare1 Wishing you Days of sunshine-Book 1-The King’s Blade https://t.co/sULVUbjkWK  Book 2-The King’s Spy https://t.co/Z5dK…
123,Sun May 02 23:59:43 +0000 2021,1389006719339008002,"予約受付中💖

#堂本光一 ニューアルバム💿

「#PLAYFUL」

楽天ブックス📕
✅ https://t.co/hr5pu4S6VO

Amazon📚
✅ https://t.co/BHnLzbsGlJ

初回盤A＋初回盤B… https://t.co/bZp1X5J1WU"
124,Sun May 02 23:59:41 +0000 2021,1389006711004962819,"●英国型変異株、20～30代の入院3倍
英国型の変異株は昨年12月に初めて報告。遺伝子に感染力を高めるとされる「N501Y」という変異があり英国グループによると感染力は従来ウイルスより43~90%高い
#コロナ変異株

●Amaz… https://t.co/8hd1SGLHgn"
125,Sun May 02 23:59:40 +0000 2021,1389006708484104193,"RT @kamotokousaku: 【予約開始!2021/5/7発売】♂スキトキメキトキス♀　#ゆうな #ひばりこれくしょん

amazon:https://t.co/wOZ9nTUuWd
楽天:https://t.co/oMYDb9QO5N
紀伊國屋:https://t.c…"
126,Sun May 02 23:59:39 +0000 2021,1389006704507899905,"RT @bokukoui: よく沼波瓊音とか知ってるな、と感心された方のために白状しておくと、これは沼波の弟子でもあった森銑三の『史伝閑歩』からの孫引きです。
https://t.co/gcAs3tFiMK"
127,Sun May 02 23:59:36 +0000 2021,1389006693288210432,"【私の名盤】The Temptations / Greatest Hits
コーラスの美しさ、モータウンの魅力を教えてくれた。
https://t.co/ZwId8e48Q5"
128,Sun May 02 23:59:35 +0000 2021,1389006689567916038,Highland Warrior by @HMcCollumAuthor is #LIVE! https://t.co/pbue52k4ki @entangledpub #SonsofSinclair… https://t.co/MlgnF1Y1E6
129,Sun May 02 23:59:35 +0000 2021,1389006688917671943,"RT @hinasatsu: #上村ひなの さんの #あごのせ動画
撮影は #佐々木久美 さんです！😊

写真集 #日向撮 絶賛発売中！
アマゾン https://t.co/dUwE86kBHa

#日向坂46 #あごのせ動画 https://t.co/RvgPLyFDVL"
130,Sun May 02 23:59:35 +0000 2021,1389006688674455554,"RT @sarara_v: 小悪魔Vtuberの楠木さららです
お喋りが大好きな悪魔だよ(๑&gt;ᴗ&lt;๑)
仲良くしてね✨

推しマーク→🔱

🔱エゴサ
#小悪魔さらら
🔱ファンアート
#さらアート

🔱YouTube
https://t.co/pTuy9CKTOz
🔱FANBOX…"
131,Sun May 02 23:59:33 +0000 2021,1389006680583675904,RT @wynta_tyme: 🗣Surprise Shawty! I’m live🥰😂 click the link below to indulge in my latest romance suspense read. Happy Release Day to me✨🎉🥳…
132,Sun May 02 23:59:33 +0000 2021,1389006680369766402,"RT @Shizuku__Japan: 紫の梅酒を見つけて...しまった...まったく弊社とは関係ないですが...紫推しの皆様に...お知らせ...せねば...（使命感）
https://t.co/LJXSap5BZY https://t.co/ZlTYRW5Yxm"
133,Sun May 02 23:59:33 +0000 2021,1389006678843088896,"RT @FatKidDeals: 4 pack of Shower Caps, $21.61!

Save 6% with promo code 06XFPHKG

https://t.co/EF1uGL2SqQ https://t.co/B9xUUeAjUl"
134,Sun May 02 23:59:31 +0000 2021,1389006671448399873,"宇宙ビジネスの対象エリアは、「静止軌道」「低軌道」「深宇宙」の3つに大別される。

#宇宙ビジネスの衝撃 #スペースX
#読書好きな人と繋がりたい #読書記録
https://t.co/A8JXSIk9R1"
135,Sun May 02 23:59:31 +0000 2021,1389006669351297028,"RT @paya_paya_kun: 一方でシベリア抑留はもはや捕虜ではなく、人権のない奴隷なので日本人として忘れてはならない歴史です。「凍りの掌」は作者の祖父の話をまとめた漫画ですので、シベリア抑留を知らない人は呼んでみてください。
https://t.co/hCC4pBrO…"
136,Sun May 02 23:59:31 +0000 2021,1389006668969644033,"RT @shirahamakamome: お正月休み何それおいしいの？て感じでお家にこもって年末年始大人しく仕事しております。お外で遊べないお正月に漫画が少しでもお家での楽しみになると信じて描くぞ描くぞ #Δ帽子
最新8巻発売中です、よろしくねhttps://t.co/O3Yr…"
137,Sun May 02 23:59:30 +0000 2021,1389006668550258692,Frosted Flakes Watch Charger Magnetic Charging Cable for iWatch Portable Wireless Charging Cord Compatible with App… https://t.co/zc9SrDRMUB
138,Sun May 02 23:59:30 +0000 2021,1389006667405135877,「読書というのは、振り子です。たとえ古い本であっても、過去に、過ぎた時代のほうに深く振れたぶんだけ、未来に深く振れてゆくのが、読書のちからです。そういう読書のちからを取りもどす。思いだす。」（長田弘『なつかしい時間』岩波新書、P3… https://t.co/7GFDjhABww
139,Sun May 02 23:59:28 +0000 2021,1389006659360526337,"@jdem_7 We understand your concern. Some items may get shipped separately. To clarify, have we missed the delivery… https://t.co/yrm8Mrejiq"
140,Sun May 02 23:59:28 +0000 2021,1389006658421071872,"RT @Nintendeal: Miitopia (Switch) is $0.11 off on Amazon: https://t.co/dW40CD1uA1 #ad $49.88 releases May 21

You're welcome. https://t.co/…"
141,Sun May 02 23:59:27 +0000 2021,1389006656055349251,花粉症じゃなくてもしっとり・やわらか上質な肌ざわりのエリエールの贅沢保湿(*'▽') https://t.co/Qw7HGfM09b
142,Sun May 02 23:59:26 +0000 2021,1389006651756142594,"記事では省略しましたが、先ほどの著作の成果を引き継ぎつつ、国際政治における他国との軍事的競争が革命のリスクを高めると強調したスコッチポルのState and Social Revolution（1978）も重要な業績です。
邦訳が… https://t.co/bLEJ7hBlUG"
143,Sun May 02 23:59:26 +0000 2021,1389006650497896449,"農業史が政治史に与えた影響を考える上で重要な研究で、農民反乱を鎮圧できるだけの経済的・軍事的能力を支配者が持てるかどうかが近代化の展開が左右されると考えられています。
岩波文庫に収録されているので、入手は容易な方だと思います。2/
https://t.co/yRtKUiHrXb"
144,Sun May 02 23:59:26 +0000 2021,1389006648212131845,"RT @rhodendrew: @claremontfoxd aqui tem mais uma dica de poesia &lt;3

se comprar algo na Amazon utilizando esse meu link, vai ajudar muito :)…"
145,Sun May 02 23:59:25 +0000 2021,1389006644755927040,"(仮)装動 仮面ライダーセイバー Book8 (12個入) 食玩・ガム (仮面ライダーセイバー)

🌈今すぐチェック🌈
#アマゾン #Amazon
https://t.co/LSUWj9UDZ6"
146,Sun May 02 23:59:25 +0000 2021,1389006644252663815,"Fortnite Concept Art

Gear up here ==&gt;https://t.co/9jQsNaFUqP

#fortnite #gameart https://t.co/MrQ8ebQyd7"
147,Sun May 02 23:59:24 +0000 2021,1389006641127837696,RT @bokukoui: 何せ日本は、ドイツと比べると破壊されるほど民主主義が機能していたのかと疑わざるを得ない状況なので、もっと深刻な状況にあるといえます。まあ、外国人に褒められると舞い上がる日本人の通弊は、70年前にきだみのるが「褒められることを好む我国人の弱点」と書いて…
148,Sun May 02 23:59:23 +0000 2021,1389006636690251776,"2003年 5月30日
ファミリースタジアム2003(ナムコ)
詳細はコチラ : https://t.co/yfaXPDtfRN 

#このゲームを語れる人RT https://t.co/gU5QB2AzY1"
149,Sun May 02 23:59:22 +0000 2021,1389006634953977860,"A revolução dos bichos
R$9,90
https://t.co/v1dPVj9hS2

A cabana
R$15,90
https://t.co/Khx9grBidd https://t.co/cfPKzztFgV"
150,Sun May 02 23:59:22 +0000 2021,1389006631380295682,"RT @visualenglish7: 【英検１級フレーズ❗️】

get an epiphany
(かつての友人)

英検１級レベルの入門単語帳↙︎
https://t.co/ff9ciD0u52 https://t.co/kAM9Hgu715"
151,Sun May 02 23:59:21 +0000 2021,1389006628234555392,"『社会学』アンソニー ギデンズ
今日の社会学を主導するA・ギデンズが書き下ろした社会学の概説書。人間主体の社会学を提唱するギデンズが、社会学のほぼすべての研究領域を網羅して、みずからの社会学の全体像を示すhttps://t.co/RmYf52BvMi"
152,Sun May 02 23:59:19 +0000 2021,1389006620051468290,"RT @kusatu9: みなさん、深呼吸を‼️
【50％ポイント還元】
講談社学術文庫ウルトラセール
⇒https://t.co/h5uSQ198xK

紙で買おうとすると絶版も多く、プレミア価格で手が出ないこともある講談社学術文庫が、まさかのほぼ全品840冊が50％ポイント…"
153,Sun May 02 23:59:19 +0000 2021,1389006620026355714,"@raissalvestiffi aqui tem mais uma dica de poesia &lt;3

se comprar algo na Amazon utilizando esse meu link, vai ajuda… https://t.co/eRJU8N66oP"
154,Sun May 02 23:59:18 +0000 2021,1389006617740333058,バラを１本あげる。カギでドアを開ける…。日常の行いがこれほど恐ろしいシーンになるとは！視点を変えることで明かになる恐怖。実は超ホラーな作品といえばコレ https://t.co/7Ugz7qLbKT I #映画
155,Sun May 02 23:59:15 +0000 2021,1389006605631381507,"日陰影次 IllustWorks
https://t.co/wQZDLZV6sV"
156,Sun May 02 23:59:15 +0000 2021,1389006605044252676,"シンクロナイズドモンスター
https://t.co/CGz8m3jaXW"
157,Sun May 02 23:59:13 +0000 2021,1389006597427539970,"“Success is a journey, not a destination.” ~ Frank Sonnenberg https://t.co/h3J2B9gd7O #BookSmart"
158,Sun May 02 23:59:13 +0000 2021,1389006595820986374,"#SnowMan結成9周年 👏 👏
滝沢歌舞伎もオンラインで💕

今みたらツアーDVDなら
初回盤在庫あるみたい✨
👉 https://t.co/1MS556XmvK

#ラヴィット をつけて
TVの前で待ちくたびれてます✨… https://t.co/8hiMIKpEjg"
159,Sun May 02 23:59:13 +0000 2021,1389006593950244865,"蜘蛛ですが、なにか？ 14 Kindle
https://t.co/wWxfuQ6vzV

世界の害悪であるエルフを滅ぼすため最後の決戦に向かう魔族軍。一方エルフ側として参戦するシュンたちは死んだはずのクラスメイトや親友との再会に、大きな決断を迫られることになり…"
160,Sun May 02 23:59:12 +0000 2021,1389006593304317955,"RT @kosakanatops: ＼#小坂菜緒1st写真集 発売まで、あと57日！／
いちごさかな🍓

#菜緒が全部食べるんです
#こさかな毎日カウントダウン 
#小坂菜緒
#日向坂46 

https://t.co/LdvMxacppB https://t.co/tDbuY…"
161,Sun May 02 23:59:12 +0000 2021,1389006592943685632,"RT @bokukoui: アーヴィングはしばしば渡独して、ネオナチ連中の集会で喋っていました。そのことをさしてフンケはこういいます。
「やつらはドイツの民主主義を破壊している。その被害はわれわれが修復しなきゃいけない。ドイツは連中にとって政治の遊び場なんだ」
https://…"
162,Sun May 02 23:59:12 +0000 2021,1389006591077191680,"RT @VanAspacia: UK Amazon link: https://t.co/LTeDvyosc7
US Amazon link: https://t.co/wUHMn2Xb8c"
163,Sun May 02 23:59:12 +0000 2021,1389006590922031107,クラウンモデル CP7 10歳以上 電動サブマシンガンhttps://t.co/8jbm0cK0MF
164,Sun May 02 23:59:12 +0000 2021,1389006589596553218,"RT @heyxxcutie: Look at the size of this monster dildo... it felt so good! Loved every inch of it. New video on my onlyfans 
https://t.co/p…"
165,Sun May 02 23:59:10 +0000 2021,1389006584043302912,「宮大工千年の知恵」この本を読むたびに、宮大工になりたくなるし、和釘がほしくなる。 https://t.co/kvtV9ZcKT1
166,Sun May 02 23:59:08 +0000 2021,1389006575998685184,"RT @nogizakachan222: 山下 美月【みづき】
写真集
Amazon→https://t.co/DIaTrGYMkk
楽天→https://t.co/1xPeZAQqCE
#乃木坂46 https://t.co/DkgsUf1r3E"
167,Sun May 02 23:59:07 +0000 2021,1389006570378387457,Now Playing! Money Talks by #ACDC Listen Live at https://t.co/KgDuz5xICO Buy this song here :… https://t.co/e7MbWuWEzm
168,Sun May 02 23:59:06 +0000 2021,1389006566930661378,"RT @StealsandDeals: ad: Funko Pop! Disney: Cruella

Cruella in Black Dress https://t.co/j3VM2MoSbb

Cruella in Red Dress https://t.co/rTMWw…"
169,Sun May 02 23:59:05 +0000 2021,1389006563361296390,"@amanteliterria1 aqui vai mais uma indicação de poesia &lt;3

se comprar algo na Amazon utilizando esse meu link, vai… https://t.co/2CEQ6qXWaH"
170,Sun May 02 23:59:05 +0000 2021,1389006560588812288,【電子版】『UIデザイナーのためのSketch入門＆実践ガイド 改訂第2版[Kindle版]』→ https://t.co/O8xp52Bh3A
171,Sun May 02 23:59:04 +0000 2021,1389006556797100034,"RT @FatKidDeals: ⚡Lightning Deal ⚡

Bread Slippers for $19.54, 15% off!

https://t.co/aSyGxhNIYx https://t.co/lSs8UPk6GA"
172,Sun May 02 23:59:02 +0000 2021,1389006547381100547,@ThiccZelda @ArmedHippyhodl2 @SammiSueWinters I completely understand local restrictions. I don't shotguns are bad… https://t.co/y24ieXMpXT
173,Sun May 02 23:59:01 +0000 2021,1389006546164649984,"RT @FatKidDeals: ⚡Lightning Deal ⚡

Bread Slippers for $19.54, 15% off!

https://t.co/aSyGxhNIYx https://t.co/lSs8UPk6GA"
174,Sun May 02 23:59:01 +0000 2021,1389006545065848833,"RT @Nintendeal: Monster Hunter Chibi Plush pre-orders

Amazon: https://t.co/s5iTGrQyAY #ad $34.99
Play-Asia: https://t.co/KU7Qymonxi $22.79…"
175,Sun May 02 23:59:00 +0000 2021,1389006540535894017,"STEAL!!

2 pack of LED Video/Photo Lighting Kit, $22.43!!

Save 56% with promo code 56FDUL421… https://t.co/0YWL2wBPXz"
176,Sun May 02 23:58:58 +0000 2021,1389006532671508480,"KATO Nゲージ 旧形客車 4両セット ブルー 10-034-1 鉄道模型 客車

🌈今すぐチェック🌈
#アマゾン #Amazon
https://t.co/2Y4lalH91U"
177,Sun May 02 23:58:57 +0000 2021,1389006527168540673,RT @hinekurebow: 「鮭ポーチ」発売中！購入⇒https://t.co/wVuO4HAhDS https://t.co/ugiBQMEl5u
178,Sun May 02 23:58:55 +0000 2021,1389006522009546753,"RT @Kinsel01: #Kindleお得セール 
GW超お得セールきたーー‼️‼️
【50%OFF】雷句誠 セール (5/13まで)

・「金色のガッシュ！！完全版」全16巻オール半額
https://t.co/OgTuviJ3xf

・「どうぶつの国 完全版」全14巻オ…"
179,Sun May 02 23:58:55 +0000 2021,1389006519715434499,"RT @AnastaxiaDomina: My Mexican slaves!
Goddess needs cheering up 

https://t.co/ThG4kztAKu https://t.co/IxqVuQSxQD"
180,Sun May 02 23:58:55 +0000 2021,1389006518859616257,"RT @atohsaaa: Kindleでやってる講談社学術文庫の50%還元セール、人文クラスタ大歓喜じゃないですか

https://t.co/r9yil1YPcb https://t.co/IbFDzdgBr0"
181,Sun May 02 23:58:55 +0000 2021,1389006518662492160,"Amazonにてairpods max シルバーが販売中です🦊
商品ページ：https://t.co/AuS3ErW2sh
Monitored at:(08:58:55)"
182,Sun May 02 23:58:53 +0000 2021,1389006512652046337,"RT @kosakanatops: ＼#小坂菜緒1st写真集 発売まで、あと57日！／
いちごさかな🍓

#菜緒が全部食べるんです
#こさかな毎日カウントダウン 
#小坂菜緒
#日向坂46 

https://t.co/LdvMxacppB https://t.co/tDbuY…"
183,Sun May 02 23:58:53 +0000 2021,1389006512073416704,RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to WIN this Amazon exclusive Art Series Bambi Pop! Not feeling lucky? Pre-orde…
184,Sun May 02 23:58:53 +0000 2021,1389006511712530432,"▼ カテゴリ[家電・スマホ・カメラ:美容/健康](新品)
順位　：2位
商品名：ハンディーマッサージャー 小型 電動マッサージ器 USB充電式 20種振動 強力
購入数：88(直近)
価格帯：1399-1399
楽天(仕入)：… https://t.co/6Wv6OOTez2"
185,Sun May 02 23:58:53 +0000 2021,1389006509850439683,"RT @Nintendeal: Super Mario Odyssey (Switch) physical and digital releases are both $39.99 right now

Amazon: https://t.co/sinJJ38pJc
GameS…"
186,Sun May 02 23:58:53 +0000 2021,1389006509523148801,"Amazonにてairpods max スペースグレイが販売中です🦊
商品ページ：https://t.co/smJT20Wx3H
Monitored at:(08:58:52)"
187,Sun May 02 23:58:52 +0000 2021,1389006508382359562,"RT @mag_scawaii: S Cawaii! 特別編集
『イケメンだらけ。』
発売中❗️

P74にご登場いただいた
#ASTRO  #ROCKY さんの
ビハインド動画公開✨

誌面と見比べてみてくださいね☺️

明日は最終回です❗️

Amazon
https://…"
188,Sun May 02 23:58:52 +0000 2021,1389006506100547584,"RT @kosakanatops: ＼#小坂菜緒1st写真集 発売まで、あと57日！／
いちごさかな🍓

#菜緒が全部食べるんです
#こさかな毎日カウントダウン 
#小坂菜緒
#日向坂46 

https://t.co/LdvMxacppB https://t.co/tDbuY…"
189,Sun May 02 23:58:51 +0000 2021,1389006501373648896,"『迷いながら、強くなる』
自分の頭で考えた答えが、人間を強くする。溢れる情報に埋もれない力。答えのない場面でも前に進んでいく力とは―。
https://t.co/gC04oUyYt5  https://t.co/soNMS1W3j1"
190,Sun May 02 23:58:50 +0000 2021,1389006498143997955,"「君がいるから守り続けたい明日がある」
あなたのあの言葉は歩き出すためのロザリオ
「君がいるから微かな夢でも諦めない」
信じる事も今は幻に変えてしまった街で

――西脇唯『君がいるから』 　#名歌詞… https://t.co/ADQgGpKzwE"
191,Sun May 02 23:58:49 +0000 2021,1389006493228339200,"@DivineOps if you don't have an ice maker
https://t.co/5du7PNCDhf"
192,Sun May 02 23:58:47 +0000 2021,1389006486236540928,Lightning Offer BAGAIL Microfiber Towel Perfect Sports &amp; Travel &amp; Beach Towel. Fast Drying At only 7.64$ instead of… https://t.co/nh5DYWHAOg
193,Sun May 02 23:58:46 +0000 2021,1389006482125987840,"RT @kimetsu3199: 鬼滅の刃 プレミアム ちょこのせ フィギュア 宇随天元 セガ

▶︎Amazonにて、予約受付中！
https://t.co/DPMnsXwhGO https://t.co/njHcrREJ3r"
194,Sun May 02 23:58:45 +0000 2021,1389006479378718721,"RT @DESIGN_NASU: 『勝てるデザイン』のAmazonレビューが78になりました。ゴールデン・ウィークに読んでくださったみなさん、良いところも悪いところも正直な感想をお待ちしてます。次の本の参考にさせていただきます。

https://t.co/gv42Wz0ISR"
195,Sun May 02 23:58:45 +0000 2021,1389006478439297035,おりょうりケトル ちょいなべ 　https://t.co/CfSkbKlaZL
196,Sun May 02 23:58:45 +0000 2021,1389006477231149056,エポック(EPOCH) の 1000ピース ジグソーパズル 名探偵コナン コナンキャラクターズ(50x75cm) を Amazon でチェック！ https://t.co/LjVQKgXqbj @さんから
197,Sun May 02 23:58:45 +0000 2021,1389006476916625409,"RT @kusatu9: みなさん、深呼吸を‼️
【50％ポイント還元】
講談社学術文庫ウルトラセール
⇒https://t.co/h5uSQ198xK

紙で買おうとすると絶版も多く、プレミア価格で手が出ないこともある講談社学術文庫が、まさかのほぼ全品840冊が50％ポイント…"
198,Sun May 02 23:58:41 +0000 2021,1389006462857490432,RT @URDailyHistory: 2 May 1536: England's King Henry VIII has his former wife Anne #Boleyn arrested for high #treason. She is sent to the T…
199,Sun May 02 23:58:41 +0000 2021,1389006462777655301,"RT @kosakanatops: ＼#小坂菜緒1st写真集 発売まで、あと57日！／
いちごさかな🍓

#菜緒が全部食べるんです
#こさかな毎日カウントダウン 
#小坂菜緒
#日向坂46 

https://t.co/LdvMxacppB https://t.co/tDbuY…"
200,Thu Apr 29 19:00:02 +0000 2021,1387844140403204096,"The truth won't suffice, he will have to fight for it!

Meet #VakeelSaabOnPrime now: https://t.co/N3YOfvkBDd… https://t.co/nOc40hYOTn"
201,Fri Apr 30 03:47:24 +0000 2021,1387976855513305091,"3周年記念パック特別限定版の
予約販売はこちらになりますの♪

【特別限定版】
トゥルース＆リーズニングテーマ

定価：35000円
予約割引価格：32000円

ご購入はこちら：https://t.co/2Y0DwsUFn2
※… https://t.co/3HPBoXK9Vh"
202,Fri Apr 30 03:44:38 +0000 2021,1387976158457712643,"大変お待たせいたしました！
3周年記念パックの予約販売が開始なの！

【特別版】
COAⅣテーマ

定価：10000円
予約割引価格：9000円

ご購入はこちら：https://t.co/pBxIDU8n7k
※2021年8月末… https://t.co/LMZW6E1Lw2"
203,Sat May 01 23:59:59 +0000 2021,1388644402327744512,"RT @hinasatsu: メンバー同士の撮影風景をお届けする #日向撮ライブ ！

金村美玖さんを撮影する潮紗理菜さん😊

#日向撮 絶賛発売中！
■アマゾン https://t.co/dUwE86kBHa
■楽天 https://t.co/QQLGG3Uttm
■セブン…"
204,Sat May 01 23:59:56 +0000 2021,1388644389174398978,"RT @hinasatsu: #小坂菜緒 さんの #あごのせ動画
撮影は #加藤史帆 さんです！😊

写真集 #日向撮 絶賛発売中！
アマゾン https://t.co/dUwE86kBHa

#日向坂46 #あごのせ動画 https://t.co/8fJrihuzMo"
205,Sat May 01 23:59:55 +0000 2021,1388644383797485578,RT @Wario64: Animal Crossing: New Horizons - Timmy &amp; Tommy - Nintendo Switch Lite Skin is $4.16 on Amazon https://t.co/JFLW9YusCw #ad https…
206,Sat May 01 23:59:55 +0000 2021,1388644383361220610,"Check out this book: ""A Very Dangerous Woman: The Lives, Loves and Lies of Russia's Most Seductive Spy"" by Deborah… https://t.co/5yPbXKxTcX"
207,Sat May 01 23:59:55 +0000 2021,1388644383101161478,"@EloualiSabrine Infinite Wisdom 
https://t.co/adBjjZivsw
Infinite Wisdom  II
https://t.co/LqJt0RmXZe
The Fight With… https://t.co/IbeTCCfaKp"
208,Sat May 01 23:59:55 +0000 2021,1388644382799130625,"RT @kosakanatops: ＼#小坂菜緒1st写真集 発売まで、あと59日！／
耳をすませてください…💄

#こさかな毎日カウントダウン 
#小坂菜緒
#日向坂46 

https://t.co/LdvMxau0h9 https://t.co/2VnpVXWnKZ"
209,Sat May 01 23:59:54 +0000 2021,1388644378629992450,"RT @mimiko_nohara: 「アンドロギュノスは、春を恋う」も昨日から配信開始しておりますので、よければ連休中のお暇潰しにでも読んで頂けると嬉しいです！☺️✨

★献身的な少年（16歳）×アンドロギュノス化した高校生（18歳）

Amazonリンク ⇒ https:/…"
210,Sat May 01 23:59:54 +0000 2021,1388644377690468356,"RT @kosakanatops: ＼#小坂菜緒1st写真集 発売まで、あと58日！／
🌴🧍‍♂️←完全に一致

#こさかな毎日カウントダウン 
#小坂菜緒
#日向坂46 

https://t.co/LdvMxacppB https://t.co/YKtZtI5v8i"
211,Sat May 01 23:59:53 +0000 2021,1388644377275379714,"Liberty and Justice for All T-Shirt
BUY HERE👉https://t.co/Yk1BSmqJtY
#BlackLivesMatter  #BlackTwitter https://t.co/oThzMPyR5I"
212,Sat May 01 23:59:53 +0000 2021,1388644375308103683,"RT @kosakanatops: ＼#小坂菜緒1st写真集 発売まで、あと58日！／
🌴🧍‍♂️←完全に一致

#こさかな毎日カウントダウン 
#小坂菜緒
#日向坂46 

https://t.co/LdvMxacppB https://t.co/YKtZtI5v8i"
213,Sat May 01 23:59:53 +0000 2021,1388644373471002628,"【商品復活】

なごやきしめん亭 でらうまきしめん 10食 1660g

273円

https://t.co/5AjrQ8K3DQ"
214,Sat May 01 23:59:52 +0000 2021,1388644372674011142,"RT @hinasatsu: メンバー同士の撮影風景をお届けする #日向撮ライブ ！

小坂菜緒さんを撮影する加藤史帆さん😊

#日向撮 絶賛発売中！
■アマゾン https://t.co/dUwE86kBHa
■楽天 https://t.co/QQLGG3Uttm
■セブン…"
215,Sat May 01 23:59:52 +0000 2021,1388644372539973632,RT @Wario64: Destroy All Humans! DNA Collector's Edition (PC) is $39.99 on Amazon (MSRP $149.99) https://t.co/SUFJWvR5Mr #ad https://t.co/U…
216,Sat May 01 23:59:48 +0000 2021,1388644354563133440,"@RoseBlack2222 Infinite Wisdom 
https://t.co/adBjjZivsw
Infinite Wisdom  II
https://t.co/LqJt0RmXZe
The Fight Within
https://t.co/d2IqjLrQT4"
217,Sat May 01 23:59:47 +0000 2021,1388644351216013318,"RT @kosakanatops: ＼#小坂菜緒1st写真集 発売まで、あと58日！／
🌴🧍‍♂️←完全に一致

#こさかな毎日カウントダウン 
#小坂菜緒
#日向坂46 

https://t.co/LdvMxacppB https://t.co/YKtZtI5v8i"
218,Sat May 01 23:59:46 +0000 2021,1388644346577047555,"RT @kosakanatops: ＼#小坂菜緒1st写真集 発売まで、あと58日！／
🌴🧍‍♂️←完全に一致

#こさかな毎日カウントダウン 
#小坂菜緒
#日向坂46 

https://t.co/LdvMxacppB https://t.co/YKtZtI5v8i"
219,Sat May 01 23:59:46 +0000 2021,1388644346283524097,"RT @riki_sakamoto: 🎵Amazon Music Unlimited🎵

新規会員登録で500ポイント
今なら3ヶ月無料も🥰

👉https://t.co/zSV22lP7gD

ログイン➡️エントリー➡️無料体験
500ポイントはエントリー必須🥺

7000万…"
