,created_at,id,text,language
129,Fri Apr 30 23:59:00 +0000 2021,1.3882817646117724e+18,"Grab a 2 pack of LED Ring Lights, get it for $25!
    
Save 45% with promo code 45FUL421

https://t.co/9BQ17Ss9Uk",en
130,Fri Apr 30 23:58:54 +0000 2021,1.3882817415599268e+18,"RT @PS5only: Sonos Playbar Black
Works with PS5 &amp; PS5 via TV $724.99
🇺🇸 Amazon USA https://t.co/ccr0zhnP7p https://t.co/MVEJ0M7v0I",en
131,Fri Apr 30 23:58:39 +0000 2021,1.3882816771102597e+18,RT @adventurewmike: Earthquakes cross the plains in waves. Infrastructure destroyed. Families forced to leave their homes. Beware of the he…,en
132,Fri Apr 30 23:58:33 +0000 2021,1.3882816518982246e+18,"RT @bkj1608: “Incredibly good.  Roderick is an exceptionally good example of what a strong laird should be.”~ Heidi Karpen – Goodreads  
AM…",en
133,Fri Apr 30 23:58:31 +0000 2021,1.3882816450657034e+18,"RT @FatKidDeals: 38mm Apple Watch starting at $126!
*open box return with warranty!
https://t.co/llq7sEscz3 https://t.co/ybibG3r4vj",en
134,Fri Apr 30 23:58:25 +0000 2021,1.3882816186583327e+18,"（≧∇≦）Check out this Amazon deal: Braun Series 7- 790cc Pulsonic Shaver System,... by Braun https://t.co/K3MRDfJbfX amazonさんから",en
135,Fri Apr 30 23:58:24 +0000 2021,1.3882816146990449e+18,"40% off🔥 code: EAMBF2A8
https://t.co/oqJDuJW2qg
Tub Drain Protector, 2PCS Bathtub
#ad  #deals #discount #offer #deal #codes #code #sale",en
136,Fri Apr 30 23:58:21 +0000 2021,1.3882816032359834e+18,"RT @TrungTPhan: Spent last 72 hours looking at European tech stocks

Here’s my recommendation on what to buy: $FB, $AMZN, $AAPL, $MSFT, $GO…",en
137,Fri Apr 30 23:58:17 +0000 2021,1.3882815844118856e+18,"RT @FatKidDeals: 38mm Apple Watch starting at $126!
*open box return with warranty!
https://t.co/llq7sEscz3 https://t.co/ybibG3r4vj",en
138,Thu Apr 29 19:00:02 +0000 2021,1.387844140403204e+18,"The truth won't suffice, he will have to fight for it!

Meet #VakeelSaabOnPrime now: https://t.co/N3YOfvkBDd… https://t.co/nOc40hYOTn",en
139,Thu Apr 29 19:03:55 +0000 2021,1.3878451163924685e+18,"The truth won't suffice, he will have to fight for it! 
Meet #VakeelSaabOnPrime: https://t.co/9yr6J01gVt… https://t.co/COC9m3uy2S",en
140,Thu Apr 29 23:59:58 +0000 2021,1.3879196222346772e+18,"RT @BrainandMoney: Q1 Revenue Growth, YoY % Change...
Tesla $TSLA: +73.6%
Apple $AAPL: +53.6%
Facebook $FB: +47.5%
Amazon $AMZN: +43.8%
Goo…",en
141,Thu Apr 29 23:59:57 +0000 2021,1.3879196166058926e+18,RT @FatKidDeals: Make your own Burlap Sack suit for the low ---&gt; https://t.co/Yw5vJssmAV https://t.co/SVj79zjseb,en
142,Thu Apr 29 23:59:57 +0000 2021,1.3879196165261926e+18,"RT @charliebilello: Q1 Revenue Growth, YoY % Change...
Tesla $TSLA: +73.6%
Apple $AAPL: +53.6%
Facebook $FB: +47.5%
Amazon $AMZN: +43.8%
Go…",en
143,Thu Apr 29 23:59:53 +0000 2021,1.387919601606951e+18,"Amazonで販売中

4/30時点
Airpods Pro
30,580円➡25,680円
さらに+10%（2,568pt）
➡https://t.co/PWNDUWyqTC

AirPods with Charging Cas… https://t.co/L7hWQJsnEZ",en
144,Thu Apr 29 23:59:50 +0000 2021,1.3879195877488968e+18,Win $10 Amazon gift card in the #Aprilofbookshop @anajoleneauthor https://t.co/ob4e2VzVAF https://t.co/hHIPPYxuOg https://t.co/T5KFDdA7Pg,en
145,Thu Apr 29 23:59:50 +0000 2021,1.3879195871744614e+18,"RT @Vijayraj11122: Was able to close it for a 100%profit.
 
Alert + update+ chatroom 📢📈💵

$SPY $TSLA $SHOP $AMZN $NVDA $ROKU $EBAY $AMD $BB…",en
146,Thu Apr 29 23:59:46 +0000 2021,1.3879195703091978e+18,"RT @PaulGelb: Q1 Digital Ad Rev Growth, YoY % Change...
Pinterest $PINS: +78.3%
Snapchat $SNAP: +66.0%
Facebook $FB: +47.5%
Amazon $AMZN: +…",en
147,Thu Apr 29 23:59:37 +0000 2021,1.3879195338271416e+18,@CougarYankee Thank you for clarifying. We'd like to report your order to our Operations team for review. Please se… https://t.co/1MSiVEWIoM,en
148,Thu Apr 29 23:59:37 +0000 2021,1.3879195308994806e+18,"Assassin's Creed Origins 

Get it here on Amazon ==&gt; https://t.co/0UwxMPObTu

#AssassinsCreed https://t.co/Lx1bMyKkXe",en
149,Thu Apr 29 23:59:34 +0000 2021,1.3879195210679747e+18,"RT @EPSGUID: $AMZN reported earnings of $15.79, consensus was $9.75, Earnings Whisper was $11.56 via @eWhispers #whisperbeat https://t.co/M…",en
150,Thu Apr 29 23:59:30 +0000 2021,1.387919502499664e+18,Jeff Bezos May be incredibly smart but he is not so smart not splitting his stock. $AMZN,en
151,Thu Apr 29 23:59:28 +0000 2021,1.3879194927354511e+18,"RT @FatKidDeals: 65.6ft LED Strip Light for $16!!

Save 55% with promo code 55J3TPIK 

https://t.co/6fS1snV34j https://t.co/hAPi5MdJAU",en
152,Thu Apr 29 23:59:27 +0000 2021,1.387919491892355e+18,"RT @SVC_official: The truth won't suffice, he will have to fight for it! 
Meet #VakeelSaabOnPrime: https://t.co/9yr6J01gVt
@PrimeVideoIN

@…",en
153,Thu Apr 29 23:59:27 +0000 2021,1.3879194899546317e+18,RT @FatKidDeals: Make your own Burlap Sack suit for the low ---&gt; https://t.co/Yw5vJssmAV https://t.co/SVj79zjseb,en
154,Thu Apr 29 23:59:21 +0000 2021,1.3879194649482895e+18,RT @NinEverything: Fujifilm Instax Mini Link for Nintendo Switch Smartphone Printer is now properly up for pre-order on Amazon https://t.co…,en
155,Thu Apr 29 23:59:20 +0000 2021,1.387919460279808e+18,"RT @SVC_official: The truth won't suffice, he will have to fight for it! 
Meet #VakeelSaabOnPrime: https://t.co/9yr6J01gVt
@PrimeVideoIN

@…",en
156,Thu Apr 29 23:59:20 +0000 2021,1.3879194592857498e+18,"Q1 Revenue Growth, YoY % Change...
Tesla $TSLA: +73.6%
Apple $AAPL: +53.6%
Facebook $FB: +47.5%
Amazon $AMZN: +43.8… https://t.co/gsWLvc4SWK",en
157,Thu Apr 29 23:59:19 +0000 2021,1.3879194581030912e+18,"65.6ft LED Strip Light for $16!!

Save 55% with promo code 55J3TPIK 

https://t.co/6fS1snV34j https://t.co/hAPi5MdJAU",en
158,Thu Apr 29 23:59:19 +0000 2021,1.3879194566937518e+18,RT @JohnStCapital: Big Tech had some monster #s in 1Q w/ $AAPL $AMZN $FB $GOOGL &amp; $MSFT totaling $322B of 1Q revenue / $74.6B of 1Q NI. Giv…,en
159,Thu Apr 29 23:59:18 +0000 2021,1.3879194513839104e+18,"RT @jmdevlabs: Make awesome games with C# and #Unity. https://t.co/QNCaYdsG27 #Tech #100DaysOfCode #DEVCommunity #Games #CS
 #Book #Reading…",en
160,Thu Apr 29 23:59:14 +0000 2021,1.3879194378949304e+18,"“When kids grow up, they hear their parent’s voice in their subconscious.” ~ Frank Sonnenberg https://t.co/h3J2B9gd7O #BookSmart",en
161,Thu Apr 29 23:59:14 +0000 2021,1.387919435474903e+18,"For anyone who has spent a lifetime trying to be a better person than they were the day before, Ms. Olson has writt… https://t.co/ozj1v3yjG0",en
162,Thu Apr 29 23:59:11 +0000 2021,1.3879194249094185e+18,"RT @charliebilello: Q1 Revenue Growth, YoY % Change...
Tesla $TSLA: +73.6%
Apple $AAPL: +53.6%
Facebook $FB: +47.5%
Amazon $AMZN: +43.8%
Go…",en
163,Thu Apr 29 23:59:10 +0000 2021,1.3879194190667858e+18,"The Big Book of the Blue explores the underwater world, looking at animals in danger, learning how to spot creature… https://t.co/6qcBvGnRMN",en
164,Thu Apr 29 23:59:10 +0000 2021,1.3879194186388808e+18,#romancefiction #Romantic #RomanceBooks  #romancebook #romancereader #RomanceReaders  #romancenovels… https://t.co/ghgdgm9ZE5,en
165,Thu Apr 29 23:59:08 +0000 2021,1.3879194127165768e+18,"Source:https://t.co/EEmnwzsfta , Check out #BXGLOW daily cleanser and other skin products 🌟🌟🌟🌟🌟 https://t.co/JnjTp1Olc3",en
166,Thu Apr 29 23:59:03 +0000 2021,1.3879193912793784e+18,"RT @PrimeVideoIN: The truth won't suffice, he will have to fight for it!

Meet #VakeelSaabOnPrime now: https://t.co/N3YOfvkBDd

@PawanKalya…",en
167,Thu Apr 29 23:59:03 +0000 2021,1.3879193878316524e+18,"RT @AnanyaNagalla: The truth won't suffice, he will have to fight for it! 

Meet #VakeelSaabOnPrime: https://t.co/69q5miPK0x 
@PrimeVideoIN…",en
168,Thu Apr 29 23:59:02 +0000 2021,1.3879193865397453e+18,"RT @PrimeVideoIN: The truth won't suffice, he will have to fight for it!

Meet #VakeelSaabOnPrime now: https://t.co/N3YOfvkBDd

@PawanKalya…",en
169,Thu Apr 29 23:59:00 +0000 2021,1.3879193774340342e+18,"Grab a 2 pack of LED Ring Lights, get it for $25!
  
Save 45% with promo code 45FUL421

https://t.co/9BQ17Ss9Uk",en
170,Thu Apr 29 23:58:59 +0000 2021,1.3879193749175132e+18,"Winning After Losing: Building Resilient Teams
is an important book.
Learn more: https://t.co/qtsgruq4gR… https://t.co/Ew5sqse04U",en
171,Thu Apr 29 23:58:55 +0000 2021,1.3879193575237345e+18,"Kenwood FP195 Compact Food Processor - Silver And Grey £41.99 delivered @ Amazon [a] 

#Foodie #Foodies #food… https://t.co/fNSd12fJpW",en
172,Thu Apr 29 23:58:49 +0000 2021,1.3879193318838518e+18,"RT @IHaveABook4U: If you want to learn more about our April #authorofthemonth click one of the links below.

US https://t.co/elmjrJdILk
UK…",en
173,,,,en
174,,,,en
175,,,,en
176,,,,en
177,Thu Apr 29 23:58:41 +0000 2021,1.3879192977465098e+18,"RT @amazonmusic: There's a new moon, @billieeilish is blonde, and she just dropped ""Your Power,"" the latest off her forthcoming album.

The…",en
178,Thu Apr 29 23:58:39 +0000 2021,1.387919288108036e+18,"@CNBC This #StockMarket #Bubble would be called #FAANG Bubble! 

Per #WarrenBuffett INTRINSIC VALUE formula, based… https://t.co/xAa8XHPeOA",en
179,Thu Apr 29 23:58:38 +0000 2021,1.387919284425216e+18,"RT @SVC_official: The truth won't suffice, he will have to fight for it! 
Meet #VakeelSaabOnPrime: https://t.co/9yr6J01gVt
@PrimeVideoIN

@…",en
180,Thu Apr 29 23:58:34 +0000 2021,1.38791926967398e+18,"RT @AuthorShout: Reader Ready Award Recommended Read

https://t.co/aJWqskCJIe

@NorstromNina 

#asmsg #iartg #amreading #bookboost https://…",en
181,Thu Apr 29 23:58:31 +0000 2021,1.387919254784254e+18,"RT @ElleBoon1: 💚👑💚Royally Targeted is here, y'all.💚👑💚
👑Amazon: https://t.co/nBu0ju69wq

#mc #mcromance  #romanticsuspense  #book-nerd #bike…",en
182,Mon Apr 26 17:29:13 +0000 2021,1.3867341216077455e+18,BREAKING: Traders says an @amazon stock split is likely in 2021 possibly as early as Thursday when co reports earni… https://t.co/hZJPgbNJHs,en
183,Mon Apr 26 18:00:12 +0000 2021,1.386741919737426e+18,Coming soon: Pop! Marvel - Marvel Studios' The Falcon and The Winter Soldier. Pre-order all your favorites now!… https://t.co/u9pPjirLGE,en
184,Wed Apr 28 23:59:57 +0000 2021,1.3875572292015596e+18,"RT @rasangarocks: Learning Python, 5th Edition

Link - https://t.co/CuTuYSOewo

#Python #100DaysOfCode #CodeNewbies #WomenWhoCode #Coding #…",en
185,Wed Apr 28 23:59:52 +0000 2021,1.387557209089839e+18,"⭐⭐⭐⭐⭐
Blue * https://t.co/bSCbE4WGfK * 3US$      -      Yellow * https://t.co/yNqofD2Yj9 * 2UK£ https://t.co/JNgWgkgs7l",en
186,Wed Apr 28 23:59:50 +0000 2021,1.3875572007766794e+18,"RT @MIYU_726: 【配信情報】Raise Your Hands配信中！ iTunes→https://t.co/PgBlnI3EB8、Amazon MP3→https://t.co/BRUHtW31gk
#MIYU先生 #womanguitarist",en
187,Wed Apr 28 23:59:50 +0000 2021,1.3875571975305052e+18,"RT @rasangarocks: Learning Python, 5th Edition

Link - https://t.co/CuTuYSOewo

#Python #100DaysOfCode #CodeNewbies #WomenWhoCode #Coding #…",en
188,Wed Apr 28 23:59:50 +0000 2021,1.387557197425496e+18,@StevenFlagg I could definitely see $AMZN doing the same thing that $TSLA did when it announced the split. A purely… https://t.co/jUTEoVQaux,en
189,Wed Apr 28 23:59:49 +0000 2021,1.38755719595341e+18,This is not the reason u should own $AMZN https://t.co/n7dPmGqiFp,en
190,Wed Apr 28 23:59:49 +0000 2021,1.3875571957436293e+18,"RT @FatKidDeals: Back in stock!!

The Child Animatronic Edition 

https://t.co/ppVaSfdMmI https://t.co/RNaySXO1ey",en
191,Wed Apr 28 23:59:45 +0000 2021,1.3875571772048753e+18,"RT @alicerauthor: Josh has fallen hard for the beautiful alien Melynas, but is he ready to die for a kiss? Read Space Cowboy Blues &amp; the ot…",en
192,Wed Apr 28 23:59:45 +0000 2021,1.387557176944726e+18,"RT @ITZYofficial: ITZY &lt;GUESS WHO&gt;

📍TITLE TRACK “마.피.아. In the morning”

🎧 RELEASE
2021.04.30 FRI 1PM (KST) | 0AM (EST)

ITZY SHOP https:/…",en
193,Wed Apr 28 23:59:44 +0000 2021,1.3875571760429957e+18,"RT @CAASBREY: https://t.co/Y9zs8NjddU ""Murder, mystery, sexual tension. Stories that feel as though they were pulled from the pages of long…",en
194,Wed Apr 28 23:59:44 +0000 2021,1.3875571754390774e+18,"RT @rasangarocks: Learning Python, 5th Edition

Link - https://t.co/CuTuYSOewo

#Python #100DaysOfCode #CodeNewbies #WomenWhoCode #Coding #…",en
195,Wed Apr 28 23:59:41 +0000 2021,1.3875571626547282e+18,"@KatieKirman @crystalnapolit2 Today Buy your Best All Product From Here 
https://t.co/8U43XIzBCM
#shop",en
196,Wed Apr 28 23:59:41 +0000 2021,1.3875571618579538e+18,RT @Kevin_Parham14: @TheDylanMadeley Third: https://t.co/49GJpgGJPT,en
197,Wed Apr 28 23:59:38 +0000 2021,1.3875571505331773e+18,"🔥 Mega-cap Tech has been on absolute fire yet another quarter!🔥

$FB $AAPL $GOOGL $MSFT all reported amazing quarte… https://t.co/0i11ma2WqF",en
198,Wed Apr 28 23:59:38 +0000 2021,1.3875571489226793e+18,"""This may be the wisest, more realistic &amp; most helpful book I’ve come across. I’ve been a self-help book addict for… https://t.co/B3HqMJWC6L",en
199,Wed Apr 28 23:59:36 +0000 2021,1.3875571390031585e+18,"RT @URDailyHistory: 28 April 1908: Oskar #Schindler, subject of  the 1993 #movie Schindler's List, is born in #Zwittau, Moravia. He is cred…",en
200,Wed Apr 28 23:59:34 +0000 2021,1.3875571301993472e+18,"RT @KZ_Howell: 5⭐ Amazon review 
An apocalyptic thriller!

The world will never be the same in Author K.Z. Howell's apocalyptic tale!

Dead…",en
201,Wed Apr 28 23:59:31 +0000 2021,1.3875571185894769e+18,RT @CAASBREY: https://t.co/FrTNfaSzmI I love this series so much! Great characters who remain with you long after reading the books. Wonder…,en
202,Wed Apr 28 23:59:30 +0000 2021,1.3875571143112827e+18,"RT @SusanneLeist: Welcome to #Canada!
The Dead are waiting for you.
Chateau Frontenac is their base.
I hope your room is to your taste.

TH…",en
203,Wed Apr 28 23:59:23 +0000 2021,1.3875570866037473e+18,"""Ramirez Fortnite"" by Petit-Tabouret https://t.co/6zRhodfhiq

Gear up here ==&gt; https://t.co/9jQsNaFUqP

#fortnite… https://t.co/06eQkyh955",en
204,Wed Apr 28 23:59:23 +0000 2021,1.387557086293336e+18,"The 12 Terrors of Christmas
13 Horror Shorts exploring the darker side of the holiday
Get a chill in the summer hea… https://t.co/P0oiPxiGBy",en
205,Wed Apr 28 23:59:20 +0000 2021,1.3875570723346227e+18,“Having kids is not the same as being a parent.” ~ Frank Sonnenberg https://t.co/h3J2B9gd7O #BookSmart,en
206,Wed Apr 28 23:59:18 +0000 2021,1.3875570636567142e+18,"RT @StealsandDeals: ad: $49.94 (retail is $60) 
 
Animal Crossing: New Horizons - Nintendo Switch
 
https://t.co/oimA8o8iX6
https://t.co/oi…",en
207,Wed Apr 28 23:59:17 +0000 2021,1.3875570615133184e+18,RT @HG_101: The Shooter Book Vol. 2 is discounted on Amazon to just over $21 if you want to grab it on the cheap! https://t.co/hojcP1eb7U,en
208,Wed Apr 28 23:59:17 +0000 2021,1.3875570607456952e+18,Here is the current in-park lodging availability for next 30 days. Don't forget your sunscreen! 👉… https://t.co/KxTWVz0tUv,en
209,Wed Apr 28 23:59:16 +0000 2021,1.3875570557336412e+18,"Source:https://t.co/R8G77yc6xG , SUPPORT #BEVEL made with BlackSkin in mind forget the  BURDEN  of HAIR-BUMPS take… https://t.co/MitTIBiIWc",en
210,Wed Apr 28 23:59:16 +0000 2021,1.3875570545466819e+18,"Welcome to #Canada!
The Dead are waiting for you.
Chateau Frontenac is their base.
I hope your room is to your tast… https://t.co/NP9AoX2Ec4",en
211,Wed Apr 28 23:59:14 +0000 2021,1.3875570463047107e+18,RT @ElonMuskNewsOrg: Get a free audiobook of the acclaimed biography on Elon Musk when you sign up for Audible &gt;&gt; https://t.co/jwi0R9cpFF h…,en
212,Wed Apr 28 23:59:11 +0000 2021,1.3875570359993262e+18,"RT @rasangarocks: Building Machine Learning Powered Applications: Going from Idea to Product 

Link - https://t.co/7PDeYoQ7Cy

#MachineLear…",en
213,Wed Apr 28 23:59:08 +0000 2021,1.3875570246663782e+18,"RT @CAASBREY: https://t.co/ZiZrga4Hhf Series of 6 murder mysteries, complete with explosive finale. ""Some of the best books I’ve ever come…",en
214,Wed Apr 28 23:59:08 +0000 2021,1.3875570230725427e+18,Social Distancing - Self-Isolated  - Stressed ??? Learn how to relax with this book …Stress is harmful to your Heal… https://t.co/uHRBpZqvXB,en
215,Wed Apr 28 23:59:08 +0000 2021,1.3875570210089943e+18,"@MissJayKwehLin Thank you for confirming. When you have a free moment, please forward us your order details here:… https://t.co/vRLiyVhbKp",en
216,Wed Apr 28 23:59:05 +0000 2021,1.3875570103427604e+18,RT @devin_salesman: How does one profit from evil?  Read the novel ‘And the Salesman Came to Town’ and still wonder how one profits from ev…,en
217,Wed Apr 28 23:59:05 +0000 2021,1.3875570087616266e+18,$CRM Starting to peak out of this channel starting back in August. Watching for a move over 240 resistance for conf… https://t.co/aDOOMh0udl,en
218,Wed Apr 28 23:59:00 +0000 2021,1.387556989685936e+18,"18"" Ring Light Bundle for $53.99!!

Save 46% with promo code 46RFDK421    

https://t.co/ynfkE2a0di

Seller MUST be… https://t.co/x4C9MJq6Hx",en
219,Wed Apr 28 23:59:00 +0000 2021,1.387556988213764e+18,"RT @rasangarocks: Building Machine Learning Powered Applications: Going from Idea to Product 

Link - https://t.co/7PDeYoQ7Cy

#MachineLear…",en
220,Wed Apr 28 23:58:57 +0000 2021,1.3875569776607273e+18,"RT @KZ_Howell: The visitors arrived at the end of the last ice age. The clues they left behind have been found, and a corrupt government wi…",en
221,Wed Apr 28 23:58:56 +0000 2021,1.3875569719482245e+18,"💥Skechers Work Relaxed Fit: Hobbes-Frat SR, Zapatos de Seguridad Hombre
🛒 https://t.co/k5VwlyF7Vy
❌ 𝘈𝘯𝘵𝘦𝘴: 89,95€
✅… https://t.co/75HEeut1dY",en
222,Wed Apr 28 23:58:50 +0000 2021,1.3875569485943685e+18,"RT @rasangarocks: Building Machine Learning Powered Applications: Going from Idea to Product 

Link - https://t.co/7PDeYoQ7Cy

#MachineLear…",en
223,Wed Apr 28 23:58:49 +0000 2021,1.3875569440057713e+18,"Misting Cooling System for 40% OFF!

Promo code: 409V51UE

https://t.co/nBRi8JjDIT

#amazonfinds #AmazonDeals… https://t.co/H9rU0uNVro",en
224,Mon Apr 26 17:29:13 +0000 2021,1.3867341216077455e+18,BREAKING: Traders says an @amazon stock split is likely in 2021 possibly as early as Thursday when co reports earni… https://t.co/hZJPgbNJHs,en
225,Mon Apr 26 18:00:12 +0000 2021,1.386741919737426e+18,Coming soon: Pop! Marvel - Marvel Studios' The Falcon and The Winter Soldier. Pre-order all your favorites now!… https://t.co/u9pPjirLGE,en
226,Tue Apr 27 23:59:58 +0000 2021,1.3871948451822387e+18,"RT @JennyBurnley1: 5 stars: ""Thrilling #scifi adventure!""
 ZENZORIS RETURNS 
https://t.co/TmDD1eM48S  
#Kindle #ebook #fantasy https://t.co…",en
227,Tue Apr 27 23:59:46 +0000 2021,1.3871947947163238e+18,"RT @FatKidDeals: Get ready for Summer!!

Pop Up 10x10 Foot Canopy Tent for $68.99!
*includes warranty!!

https://t.co/4FTOA85dmn https://t.…",en
228,Tue Apr 27 23:59:41 +0000 2021,1.3871947731576832e+18,"RT @lilaeris_9: Looking for #scifi in a variety of lengths? I’ve got you covered!

📖Novella: werewolves on an alien planet https://t.co/4pb…",en
229,Tue Apr 27 23:59:40 +0000 2021,1.3871947692276326e+18,Hard to find (retail price)! Amazon has the LEGO 75290 Master Builder Series Star Wars: A New Hope Mos Eisley Canti… https://t.co/oxIZv92btD,en
230,Tue Apr 27 23:59:35 +0000 2021,1.38719474883063e+18,"RT @robkhenderson: ""A tragic story is not merely a sad story. In a sad story the hero dies or fails in his enterprise...The tragic story ha…",en
231,Tue Apr 27 23:59:30 +0000 2021,1.3871947258375086e+18,"🔥It's Hot!
🦑TURN TO ASH-OPEN LINES🦑
😱Of my Essay ""HPL &amp; The Primal Origins of Late Night Radio"" a reviewer wrote-Th… https://t.co/w6QVchGox5",en
232,Tue Apr 27 23:59:26 +0000 2021,1.38719470852762e+18,"RT @StealsandDeals: ad: $19.54 (45% off)

5000mAh Hand Crank Solar Weather Radio with LED Flashlight / Reading Lamp, USB Cell Phone Power C…",en
233,Tue Apr 27 23:59:16 +0000 2021,1.3871946690172723e+18,“Our future is dependent on our kids. And the future of your children is dependent on you.” ~Frank Sonnenberg… https://t.co/wDyXx7aHfF,en
234,Tue Apr 27 23:59:16 +0000 2021,1.3871946666181796e+18,Citizen Kane ASICS Women's Hyper-Rocketgirl SP 6 Cross Country Spike Shoe https://t.co/pC3sQwvaxe  Casemiro  Courtois  Bill Burr,en
235,Tue Apr 27 23:59:13 +0000 2021,1.3871946576255836e+18,"RT @SusanneLeist: Shine a little light
on the creatures of the night.
He comes for me,
but will he set me free?

PREY FOR THE DEAD

https:/…",en
236,Tue Apr 27 23:59:13 +0000 2021,1.387194654177833e+18,"Amazon Fire TV Stick: Streaming videos, music, tv shows. https://t.co/EmSqxqceSc *affiliatelink https://t.co/iD9JAIDf8u",en
237,Tue Apr 27 23:59:04 +0000 2021,1.387194619767763e+18,RT @CAASBREY: https://t.co/FrTNfaSzmI I love this series so much! Great characters who remain with you long after reading the books. Wonder…,en
238,Tue Apr 27 23:59:00 +0000 2021,1.3871946013589627e+18,"STEAL!!

2 pack of LED Video/Photo Lighting Kit, $22.43!!   

Save 56% with promo code 56FDUL421… https://t.co/3YzN7ObVks",en
239,Tue Apr 27 23:59:00 +0000 2021,1.387194600381616e+18,"Paranormal Detectives

40% off as part of today's Deal of the Day at Amazon.

#ad https://t.co/UCXD9d5JgA
TGDrepost https://t.co/0b6TXynNrL",en
240,Tue Apr 27 23:58:52 +0000 2021,1.3871945700400333e+18,"RT @RedDogT3: Here’s some of my $amzn thoughts as many debate on Wall Street. But, I’m just a market technician that tries to use some prag…",en
241,Tue Apr 27 23:58:51 +0000 2021,1.3871945625866813e+18,RT @CSMcDonald7: It's #KentuckyDerby week! Celebrate the #runfortheroses with a fun whodunit from #FionaQuinnMysteries SADDLE UP FOR MURDER…,en
242,Tue Apr 27 23:58:50 +0000 2021,1.3871945599400223e+18,"（≧∇≦）Check out this Amazon deal: Braun Series 7- 790cc Pulsonic Shaver System,... by Braun https://t.co/K3MRDfJbfX amazonさんから",en
243,Tue Apr 27 23:58:40 +0000 2021,1.3871945170702705e+18,@NeuroticChic We're sorry to hear about this poor experience. A member of our Operations team would like to look in… https://t.co/y8upN46HOk,en
244,Tue Apr 27 23:58:37 +0000 2021,1.3871945063202693e+18,Can’t fit in your spring clothes? A Tired Older Woman Loses Weight &amp; Keeps It Off https://t.co/Xg9Uk3JKOD #Diet… https://t.co/DjH1flmTxx,en
245,Tue Apr 27 23:58:24 +0000 2021,1.387194452536488e+18,RT @bigtickHK: Assignment Russia: Becoming a Foreign Correspondent in the Crucible of the Cold War by Marvin Kalb https://t.co/1M014NgdGI h…,en
246,Tue Apr 27 23:58:24 +0000 2021,1.387194449571287e+18,"RT @1DannyStewart: Applying Gap Rules to 9 #stocks to help YOU into #earnings #StockNerds 👉 https://t.co/8pGRrIYBK1 Spam Free Research 

$S…",en
247,Tue Apr 27 23:58:22 +0000 2021,1.3871944433804984e+18,"RT @EVazquezPerez: Their legendary serenades, the last hope for the unaccompanied and brokenhearted, are sought out by those who believe in…",en
248,Tue Apr 27 23:58:22 +0000 2021,1.3871944423109837e+18,"RT @PS5only: 🥇PS5 Game Charts USA
Today's Best Selling PS5 Games
🇺🇸 Amazon USA https://t.co/e7ac2JDXBs https://t.co/nQUDsMKMwT",en
249,Tue Apr 27 23:58:19 +0000 2021,1.3871944316238643e+18,"Agents of Mayhem is now $8.56

Get it here on Amazon ==&gt; https://t.co/PLVuH7g9Lm 

Is like Fortnite but...you got m… https://t.co/ksHXhFUbad",en
250,Tue Apr 27 23:58:13 +0000 2021,1.3871944052582932e+18,"RT @bigtickHK: Girl, 11 by Amy Suiter Clarke https://t.co/lBH6TCqm4h https://t.co/wtRTLqnNKY #Books #Novel #Fiction #CrimeFiction #Thriller…",en
251,Tue Apr 27 23:58:10 +0000 2021,1.3871943926000558e+18,"Sometimes you get a third chance - Love's Third Chance https://t.co/lKoJItfu3N Grab hold, and don’t let go! #SmTown… https://t.co/69VZy288gY",en
252,Tue Apr 27 23:58:10 +0000 2021,1.3871943924824392e+18,"Check out this Amazon deal: The Art of My Neighbor Totoro: A Film by Hayao Miyazaki by Miyazaki, Hayao https://t.co/lbqJ37QnJS amazonより",en
253,Tue Apr 27 23:58:08 +0000 2021,1.3871943846391726e+18,RT @bigtickHK: First Steps: How Upright Walking Made Us Human by Jeremy DeSilva https://t.co/KasxKkV4Jm https://t.co/6fRFpxpte7 #Books #Sci…,en
254,Tue Apr 27 23:58:04 +0000 2021,1.3871943652237025e+18,RT @bigtickHK: The First Day of Spring by Nancy Tucker https://t.co/fsm9RB2XdC https://t.co/PwGwTplY0Q #Books #Novel #Fiction #Thriller htt…,en
255,Tue Apr 27 23:58:04 +0000 2021,1.3871943646953882e+18,"ad: $29.99 (50% off) 
 
Galaxy Star Projector with Bluetooth Speaker
 
use code 2KBHFUZU at checkout… https://t.co/oECIWyLQ75",en
