Date,Open,High,Low,Close,Adj Close,Volume
2021-04-23,257.8800048828125,261.510009765625,257.2699890136719,261.1499938964844,261.1499938964844,21462600
2021-04-26,261.6600036621094,262.44000244140625,260.1700134277344,261.54998779296875,261.54998779296875,19763300
2021-04-27,261.5799865722656,263.19000244140625,260.1199951171875,261.9700012207031,261.9700012207031,31014200
2021-04-28,256.0799865722656,256.5400085449219,252.9499969482422,254.55999755859375,254.55999755859375,46903100
2021-04-29,255.4600067138672,256.1000061035156,249.0,252.50999450683594,252.50999450683594,40589000
2021-04-30,249.74000549316406,253.0800018310547,249.60000610351562,252.17999267578125,252.17999267578125,30929200
2021-05-03,253.39999389648438,254.35000610351562,251.1199951171875,251.86000061035156,251.86000061035156,19598900
