,index,Unnamed: 0,created_at,id,text,language,spam
82,86,86,Sat May 01 23:59:43 +0000 2021,1.388644334191485e+18, Thank you for clarifying  Please try these troubleshooting steps and let us know if the issue cont  ,en,0
83,87,87,Sat May 01 23:59:41 +0000 2021,1.3886443245821706e+18,   FREEreadKU  Was having stressful day but this book is guaranteed to leave you chilled with a smile on your face  Review AFT ,en,0
84,88,88,Sat May 01 23:59:40 +0000 2021,1.3886443226570465e+18, Infinite Wisdom   Infinite Wisdom  II  The Fight Wit  ,en,0
85,89,89,Sat May 01 23:59:34 +0000 2021,1.3886442966984376e+18, NAT TEST   Official Text book      NAT TEST           ,en,0
86,90,90,Sat May 01 23:59:26 +0000 2021,1.3886442631187948e+18,   FREEreadKU  A very well written  entertaining story  I have not laughed so much in a long time   Review  AFTER THE CALENDAR ,en,0
87,91,91,Sat May 01 23:59:26 +0000 2021,1.3886442600529306e+18,NOW in Audio  How to Survive a    K Mortgage written by  and narrated by Rebecca Ortiz   ,en,0
88,92,92,Sat May 01 23:59:25 +0000 2021,1.388644259453096e+18, SALE  Just A Regular Mom Trying Not To Raise Republicans T Shirt BUY HERE   TruthMatters ,en,0
89,93,93,Sat May 01 23:59:23 +0000 2021,1.3886442483004375e+18,I wasn t involved in writing  Raging Storm  It s my wife s book and awesome ,en,0
90,94,94,Sat May 01 23:59:22 +0000 2021,1.3886442466729984e+18, MagicTouch    BeatingHearts                     kingandprince                                 King  amp  Prince  Amazo  ,en,0
91,95,95,Sat May 01 23:59:22 +0000 2021,1.3886442446052598e+18, Some people set the bar so low you can trip over it     Frank Sonnenberg   BookSmart,en,0
92,96,96,Sat May 01 23:59:20 +0000 2021,1.3886442361537372e+18, Infinite Wisdom   Infinite Wisdom  II  The Fight Within ,en,0
93,97,97,Sat May 01 23:59:14 +0000 2021,1.388644212787368e+18, Infinite Wisdom   Infinite Wisdom  II  The Fight Within ,en,0
94,98,98,Sat May 01 23:59:13 +0000 2021,1.3886442074856202e+18,  Pre order the latest wave of  AvatarTheLastAirbender Pop Vinyls for your collection   Suki    Ty ,en,1
95,99,99,Sat May 01 23:59:12 +0000 2021,1.3886442047929098e+18,    is back with his latest album   Country Again Side A   A representation of a life lived in recent years    ,en,0
96,100,100,Sat May 01 23:59:10 +0000 2021,1.3886441934012498e+18,Social Distancing   Self Isolated    Stressed     Learn how to relax with this book  Stress is harmful to your Heal  ,en,0
97,101,101,Sat May 01 23:59:07 +0000 2021,1.3886441834607534e+18,Now Playing  I m Every Woman by  ChakaKhan Listen Live at  Buy this song here    ,en,0
98,102,102,Sat May 01 23:59:02 +0000 2021,1.388644160320774e+18, Infinite Wisdom   Infinite Wisdom  II  The Fight Wit  ,en,0
99,103,103,Sat May 01 23:59:00 +0000 2021,1.3886441531526513e+18,    Ring Light Bundle for           Save     with promo code   RFDK          Seller MUST be  ,en,0
100,104,104,Sat May 01 23:58:54 +0000 2021,1.3886441292199526e+18,Need to escape from a CoVid world  Try A Second Kiss for Christmas  by our    st  ,en,0
101,105,105,Sat May 01 23:58:53 +0000 2021,1.3886441243253023e+18, Infinite Wisdom   Infinite Wisdom  II  The Fight Within ,en,0
102,106,106,Sat May 01 23:58:53 +0000 2021,1.388644123964416e+18,  NOW in Audio  A Christmas Eve in Captain s Point written by  and narrated by  https    ,en,0
103,107,107,Sat May 01 23:58:47 +0000 2021,1.3886440976200704e+18,acism Is A Public Health Crisis T Shirt BUY HERE  ,en,0
104,108,108,Sat May 01 23:58:45 +0000 2021,1.3886440919914127e+18, Infinite Wisdom   Infinite Wisdom  II  The Fight Within ,en,0
105,109,109,Sat May 01 23:58:45 +0000 2021,1.3886440893111583e+18,Source  Check out this Product made for Sports like  Basketball  Football  and  Boxing   the  ,en,0
106,110,110,Sat May 01 23:58:44 +0000 2021,1.388644087054672e+18,  is back with his latest album   Country Again Side A   A representation of a life lived in recent yea  ,en,0
107,111,111,Sat May 01 23:58:37 +0000 2021,1.3886440567171643e+18, Why would you buy  NFLX instead of  FB or  AMZN or  GOOG  This doesn t make any sense ,en,0
108,112,112,Sat May 01 23:58:33 +0000 2021,1.3886440393570427e+18, Infinite Wisdom   Infinite Wisdom  II  The Fight Within ,en,0
109,113,113,Sat May 01 23:58:30 +0000 2021,1.3886440255492628e+18,  My lowest cost items are for Summer school   colored chalk           left    All items will g  ,en,0
110,115,115,Fri Apr 30 23:59:53 +0000 2021,1.3882819858655928e+18,  A Harem Boy s Saga  a memoir by Young  a   book series    is a sensually captivating true story ab ,en,0
111,116,116,Fri Apr 30 23:59:52 +0000 2021,1.3882819825058652e+18,  On February           a dark horde destroyed the city of Sandomierz  Poland  A sole survivor manages to escape  ladened ,en,0
112,117,117,Fri Apr 30 23:59:52 +0000 2021,1.388281982254203e+18,  You can now pre order Digimon X  the ultimate Digimon device  With     new Digimon to train and battle  new facial expre ,en,1
113,118,118,Fri Apr 30 23:59:51 +0000 2021,1.3882819796368302e+18, No place is as intimate as where you confess your sins  A former nun and a lawyer turned priest strugg  ,en,0
114,119,119,Fri Apr 30 23:59:42 +0000 2021,1.3882819420853084e+18,  A coming of age story   Four high school friends and a songwriter contest   LA is another world   Hollywood  celebritie ,en,0
115,120,120,Fri Apr 30 23:59:40 +0000 2021,1.3882819321868902e+18,  Josh Sheppard and the Island of Death New release     Fantasy  bookboost  Auth ,en,0
116,121,121,Fri Apr 30 23:59:36 +0000 2021,1.388281916370137e+18,   AD GIFTED  Time for  WinItWednesday     Follow  and RT to win Guardians of the Galaxy Vol    DVD https  ,en,1
117,122,122,Fri Apr 30 23:59:36 +0000 2021,1.388281915489223e+18,    Found it on Amazon  ,en,0
118,123,123,Fri Apr 30 23:59:30 +0000 2021,1.3882818904995963e+18,Amazon  uk   Stock changed from  In stock   to  Available from these sellers   at                     ,en,0
119,124,124,Fri Apr 30 23:59:28 +0000 2021,1.3882818807771996e+18,Source    Perfect Doll for a young Afro American girl   Dolls that looks like US  ikuzidolls  ,en,0
120,125,125,Fri Apr 30 23:59:24 +0000 2021,1.3882818673595064e+18,    mm Apple Watch starting at        open box return with warranty   ,en,0
121,126,126,Fri Apr 30 23:59:17 +0000 2021,1.388281835231187e+18, If we don t address poor behavior  we re encouraging it through our inaction     Frank Sonnenberg   BookSmart,en,0
122,127,127,Fri Apr 30 23:59:11 +0000 2021,1.388281811093033e+18, Oh no  We re really sorry to hear this  You should be able to start your return or refund here   ,en,0
123,128,128,Fri Apr 30 23:59:04 +0000 2021,1.3882817820517376e+18,  Can you pick me up     Retweet   yes   My Spiderman shirt      ,en,0
124,129,129,Fri Apr 30 23:59:00 +0000 2021,1.3882817646117724e+18,Grab a   pack of LED Ring Lights  get it for           Save     with promo code   FUL     ,en,0
125,130,130,Fri Apr 30 23:58:54 +0000 2021,1.3882817415599268e+18,  Sonos Playbar Black Works with PS   amp  PS  via TV            Amazon USA  ,en,0
126,131,131,Fri Apr 30 23:58:39 +0000 2021,1.3882816771102597e+18,  Earthquakes cross the plains in waves  Infrastructure destroyed  Families forced to leave their homes  Beware of the he ,en,0
127,132,132,Fri Apr 30 23:58:33 +0000 2021,1.3882816518982246e+18,   Incredibly good   Roderick is an exceptionally good example of what a strong laird should be    Heidi Karpen   Goodreads   AM ,en,0
128,134,134,Fri Apr 30 23:58:25 +0000 2021,1.3882816186583327e+18,     Check out this Amazon deal  Braun Series       cc Pulsonic Shaver System     by Braun  amazon    ,en,0
129,135,135,Fri Apr 30 23:58:24 +0000 2021,1.3882816146990449e+18,    off  code  EAMBF A   Tub Drain Protector   PCS Bathtub  ad   deals  discount  offer  deal  codes  code  sale,en,0
130,136,136,Fri Apr 30 23:58:21 +0000 2021,1.3882816032359834e+18,  Spent last    hours looking at European tech stocks  Here s my recommendation on what to buy   FB   AMZN   AAPL   MSFT   GO ,en,0
131,139,139,Thu Apr 29 19:03:55 +0000 2021,1.3878451163924685e+18,he truth won t suffice  he will have to fight for it   Meet  VakeelSaabOnPrime    ,en,0
132,140,140,Thu Apr 29 23:59:58 +0000 2021,1.3879196222346772e+18,  Q  Revenue Growth  YoY   Change    Tesla  TSLA         Apple  AAPL         Facebook  FB         Amazon  AMZN         Goo ,en,0
133,141,141,Thu Apr 29 23:59:57 +0000 2021,1.3879196166058926e+18,  Make your own Burlap Sack suit for the low     gt   ,en,0
134,142,142,Thu Apr 29 23:59:57 +0000 2021,1.3879196165261926e+18,  Q  Revenue Growth  YoY   Change    Tesla  TSLA         Apple  AAPL         Facebook  FB         Amazon  AMZN         Go ,en,0
135,143,143,Thu Apr 29 23:59:53 +0000 2021,1.387919601606951e+18,Amazon             Airpods Pro                              pt     AirPods with Charging Cas  ,en,0
136,144,144,Thu Apr 29 23:59:50 +0000 2021,1.3879195877488968e+18,Win     Amazon gift card in the  Aprilofbookshop    ,en,0
137,145,145,Thu Apr 29 23:59:50 +0000 2021,1.3879195871744614e+18,  Was able to close it for a     profit    Alert   update  chatroom       SPY  TSLA  SHOP  AMZN  NVDA  ROKU  EBAY  AMD  BB ,en,0
138,146,146,Thu Apr 29 23:59:46 +0000 2021,1.3879195703091978e+18,  Q  Digital Ad Rev Growth  YoY   Change    Pinterest  PINS         Snapchat  SNAP         Facebook  FB         Amazon  AMZN    ,en,0
139,147,147,Thu Apr 29 23:59:37 +0000 2021,1.3879195338271416e+18, Thank you for clarifying  We d like to report your order to our Operations team for review  Please se  ,en,1
140,148,148,Thu Apr 29 23:59:37 +0000 2021,1.3879195308994806e+18,Assassin s Creed Origins   Get it here on Amazon    gt     AssassinsCreed ,en,0
141,149,149,Thu Apr 29 23:59:34 +0000 2021,1.387919521067975e+18,   AMZN reported earnings of         consensus was        Earnings Whisper was        via   whisperbeat  ,en,0
142,150,150,Thu Apr 29 23:59:30 +0000 2021,1.387919502499664e+18,Jeff Bezos May be incredibly smart but he is not so smart not splitting his stock   AMZN,en,0
143,151,151,Thu Apr 29 23:59:28 +0000 2021,1.3879194927354511e+18,      ft LED Strip Light for        Save     with promo code   J TPIK    ,en,0
144,152,152,Thu Apr 29 23:59:27 +0000 2021,1.387919491892355e+18,  The truth won t suffice  he will have to fight for it   Meet  VakeelSaabOnPrime       ,en,0
145,154,154,Thu Apr 29 23:59:21 +0000 2021,1.3879194649482895e+18,  Fujifilm Instax Mini Link for Nintendo Switch Smartphone Printer is now properly up for pre order on Amazon  ,en,0
146,156,156,Thu Apr 29 23:59:20 +0000 2021,1.3879194592857498e+18,Q  Revenue Growth  YoY   Change    Tesla  TSLA         Apple  AAPL         Facebook  FB         Amazon  AMZN         ,en,0
147,157,157,Thu Apr 29 23:59:19 +0000 2021,1.3879194581030912e+18,    ft LED Strip Light for        Save     with promo code   J TPIK    ,en,0
